subject,text,label,source
Free gift card waiting,"<html><body><p>Free gift card waiting</p><br>From: user653@mailer.biz
To: target218@example.com
Date: 2024-01-21
Message-ID: <310960@mail.example.com>

Lose 10kg in 2 weeks with this one weird trick doctors don't want you to know about.</body></html>

    unsubscribe   ",spam,spamassassin
Meeting notes from yesterday,Please find the Q3 numbers below. We are slightly under budget on travel.,ham,enron
Re: Conference room booking,"Thanks for the call earlier, I'll send the revised proposal by EOD.",ham,enron
Action required: verify your password,Your account shows suspicious sign-in attempts from an unrecognised device. Verify your identity now to keep your account safe. http://bit.ly/3xQ1z,phishing,ceas2008
Weekly status report,"From: user748@example.com
To: target98@example.com
Date: 2024-06-14
Message-ID: <427704@mail.example.com>

Attached is your invoice for last month's consulting hours.",ham,enron
Server maintenance window,"<html><body><p>Server maintenance window</p><br>From: user790@example.com
To: target141@example.com
Date: 2024-01-18
Message-ID: <265613@mail.example.com>

Attached is your invoice for last month's consulting hours.</body></html>",ham,enron
Buy cheap meds online now,"<html><body><p>Buy cheap meds online now</p><br>From: user530@mailer.biz
To: target783@example.com
Date: 2024-10-26
Message-ID: <827632@mail.example.com>

LIMITED TIME OFFER expires in 24 hours, buy now and save 90% on luxury watches.</body></html>",spam,spamassassin
Make $5000 a week from home,,spam,spamassassin
URGENT: limited time offer,"LIMITED TIME OFFER expires in 24 hours, buy now and save 90% on luxury watches. https://accounts-update.example.org",spam,spamassassin
Make $5000 a week from home,"Click here to claim your free gift card before it expires!!! Hurry, limited stock. http://free-gift-claim.example.net",spam,spamassassin
Free gift card waiting,"<html><body><p>Free gift card waiting</p><br>From: user618@mailer.biz
To: target202@example.com
Date: 2024-12-07
Message-ID: <408467@mail.example.com>

Work from home and earn $5000/week, no experience needed, sign up today!!! http://bit.ly/3xQ1z</body></html>

    unsubscribe   ",spam,spamassassin
Re: Conference room booking,Reminder that the office will be closed next Monday for the holiday.,ham,enron
Server maintenance window,"From: user856@example.com
To: target878@example.com
Date: 2024-06-05
Message-ID: <195643@mail.example.com>

Thanks for the call earlier, I'll send the revised proposal by EOD.",ham,enron
Q3 budget review,"<html><body><p>Q3 budget review</p><br>From: user289@example.com
To: target620@example.com
Date: 2024-04-23
Message-ID: <459536@mail.example.com>

Let's finalise the offsite agenda by Friday so logistics can be booked.</body></html>",ham,enron
Your payment could not be processed,We detected unusual activity on your account. Click here to verify your identity within 24 hours or your account will be permanently suspended.,phishing,ceas2008
Q3 budget review,Attached is your invoice for last month's consulting hours.,ham,enron
Free gift card waiting,"Click here to claim your free gift card before it expires!!! Hurry, limited stock. https://secure-verify-now.example.com",spam,spamassassin
Project timeline update,"From: user880@example.com
To: target149@example.com
Date: 2024-03-18
Message-ID: <362829@mail.example.com>

Thanks for the call earlier, I'll send the revised proposal by EOD.

    unsubscribe   ",ham,enron
Follow-up on our call,Attached is your invoice for last month's consulting hours.,ham,enron
Your invoice from last month,Can we push the project deadline by a week? The vendor needs more time.,ham,enron
Server maintenance window,Reminder that the office will be closed next Monday for the holiday.,ham,enron
Lunch tomorrow?,Reminder that the office will be closed next Monday for the holiday.,ham,enron
Make $5000 a week from home,"From: user325@mailer.biz
To: target266@example.com
Date: 2024-09-19
Message-ID: <753518@mail.example.com>

LIMITED TIME OFFER expires in 24 hours, buy now and save 90% on luxury watches. http://192.168.1.5/login",spam,spamassassin
Team offsite planning,"From: user154@example.com
To: target152@example.com
Date: 2024-10-19
Message-ID: <710981@mail.example.com>

Reminder that the office will be closed next Monday for the holiday.",ham,enron
Lose weight fast - guaranteed,"From: user828@mailer.biz
To: target324@example.com
Date: 2024-07-06
Message-ID: <105066@mail.example.com>

Work from home and earn $5000/week, no experience needed, sign up today!!! http://192.168.1.5/login",spam,spamassassin
Holiday schedule reminder,Here is this week's status report. No major blockers to report.,ham,enron
Team offsite planning,"From: user141@example.com
To: target731@example.com
Date: 2024-06-26
Message-ID: <596756@mail.example.com>

Hi team, attaching the notes from yesterday's meeting. Let me know if I missed anything.

    unsubscribe   ",ham,enron
Server maintenance window,Can we push the project deadline by a week? The vendor needs more time.,ham,enron
Your invoice from last month,Attached is your invoice for last month's consulting hours.,ham,enron
Q3 budget review,"<html><body><p>Q3 budget review</p><br>From: user568@example.com
To: target236@example.com
Date: 2024-10-08
Message-ID: <107540@mail.example.com>

Here is this week's status report. No major blockers to report.</body></html>",ham,enron
You have WON a prize!!!,"From: user312@mailer.biz
To: target80@example.com
Date: 2024-04-17
Message-ID: <201836@mail.example.com>

Click here to claim your free gift card before it expires!!! Hurry, limited stock. http://192.168.1.5/login

    unsubscribe   ",spam,spamassassin
Your invoice from last month,"From: user70@example.com
To: target15@example.com
Date: 2024-05-07
Message-ID: <141761@mail.example.com>

Please find the Q3 numbers below. We are slightly under budget on travel.",ham,enron
Final notice: update your billing information,"From: user545@mailer.biz
To: target695@example.com
Date: 2024-09-10
Message-ID: <573933@mail.example.com>

We detected unusual activity on your account. Click here to verify your identity within 24 hours or your account will be permanently suspended.",phishing,ceas2008
Holiday schedule reminder,"From: user774@example.com
To: target758@example.com
Date: 2024-03-26
Message-ID: <822794@mail.example.com>

Let's finalise the offsite agenda by Friday so logistics can be booked.",ham,enron
Holiday schedule reminder,Please find the Q3 numbers below. We are slightly under budget on travel.,ham,enron
Team offsite planning,Please find the Q3 numbers below. We are slightly under budget on travel.,ham,enron
Weekly status report,Are you free for lunch tomorrow at noon? I wanted to discuss the new hire.,ham,enron
Project timeline update,"From: user307@example.com
To: target496@example.com
Date: 2024-02-12
Message-ID: <363926@mail.example.com>

Reminder that the office will be closed next Monday for the holiday.",ham,enron
Q3 budget review,"Hi team, attaching the notes from yesterday's meeting. Let me know if I missed anything.",ham,enron
Buy cheap meds online now,"<html><body><p>Buy cheap meds online now</p><br>From: user286@mailer.biz
To: target570@example.com
Date: 2024-05-05
Message-ID: <268746@mail.example.com>

LIMITED TIME OFFER expires in 24 hours, buy now and save 90% on luxury watches. https://secure-verify-now.example.com</body></html>",spam,spamassassin
Your payment could not be processed,"<html><body><p>Your payment could not be processed</p><br>From: user865@mailer.biz
To: target746@example.com
Date: 2024-02-18
Message-ID: <336817@mail.example.com>

This is the IT Service Desk. We require you to confirm your credentials via the secure portal attached, due to a recent security breach. http://free-gift-claim.example.net</body></html>",phishing,ceas2008
Weekly status report,Reminder that the office will be closed next Monday for the holiday.,ham,enron
Holiday schedule reminder,"<html><body><p>Holiday schedule reminder</p><br>From: user695@example.com
To: target608@example.com
Date: 2024-08-17
Message-ID: <799539@mail.example.com>

Please find the Q3 numbers below. We are slightly under budget on travel.</body></html>

    unsubscribe   ",ham,enron
Lose weight fast - guaranteed,"From: user39@mailer.biz
To: target797@example.com
Date: 2024-04-03
Message-ID: <565330@mail.example.com>

CONGRATULATIONS!!! You have been selected to receive a FREE $1000 gift card. Click now! http://free-gift-claim.example.net

    unsubscribe   ",spam,spamassassin
Final notice: update your billing information,"<html><body><p>Final notice: update your billing information</p><br>From: user822@mailer.biz
To: target942@example.com
Date: 2024-12-15
Message-ID: <201987@mail.example.com>

Your password will expire today. Please log in immediately using the link below to avoid losing access to your mailbox. http://free-gift-claim.example.net</body></html>",phishing,ceas2008
Your invoice from last month,"<html><body><p>Your invoice from last month</p><br>From: user212@example.com
To: target175@example.com
Date: 2024-11-10
Message-ID: <185916@mail.example.com>

Are you free for lunch tomorrow at noon? I wanted to discuss the new hire.</body></html>

    unsubscribe   ",ham,enron
Project timeline update,Here is this week's status report. No major blockers to report.,ham,enron
Lose weight fast - guaranteed,CONGRATULATIONS!!! You have been selected to receive a FREE $1000 gift card. Click now! http://free-gift-claim.example.net,spam,spamassassin
Weekly status report,"From: user285@example.com
To: target52@example.com
Date: 2024-09-08
Message-ID: <677236@mail.example.com>

Are you free for lunch tomorrow at noon? I wanted to discuss the new hire.",ham,enron
Team offsite planning,"<html><body><p>Team offsite planning</p><br>From: user105@example.com
To: target824@example.com
Date: 2024-03-04
Message-ID: <112537@mail.example.com>

Are you free for lunch tomorrow at noon? I wanted to discuss the new hire.</body></html>",ham,enron
Holiday schedule reminder,"<html><body><p>Holiday schedule reminder</p><br>From: user969@example.com
To: target39@example.com
Date: 2024-05-16
Message-ID: <221761@mail.example.com>

Please find the Q3 numbers below. We are slightly under budget on travel.</body></html>",ham,enron
Your payment could not be processed,"This is the IT Service Desk. We require you to confirm your credentials via the secure portal attached, due to a recent security breach. https://accounts-update.example.org",phishing,ceas2008
Weekly status report,Are you free for lunch tomorrow at noon? I wanted to discuss the new hire.,ham,enron
You have WON a prize!!!,"Work from home and earn $5000/week, no experience needed, sign up today!!! https://accounts-update.example.org",spam,spamassassin
Buy cheap meds online now,"<html><body><p>Buy cheap meds online now</p><br>From: user491@mailer.biz
To: target216@example.com
Date: 2024-10-06
Message-ID: <778700@mail.example.com>

LIMITED TIME OFFER expires in 24 hours, buy now and save 90% on luxury watches.</body></html>

    unsubscribe   ",spam,spamassassin
Best deal of the year - act now,"Click here to claim your free gift card before it expires!!! Hurry, limited stock.",spam,spamassassin
Your invoice from last month,The conference room is booked for 2pm. See you all there.,ham,enron
Project timeline update,Are you free for lunch tomorrow at noon? I wanted to discuss the new hire.,ham,enron
Make $5000 a week from home,"<html><body><p>Make $5000 a week from home</p><br>From: user751@mailer.biz
To: target340@example.com
Date: 2024-08-15
Message-ID: <566991@mail.example.com>

Lose 10kg in 2 weeks with this one weird trick doctors don't want you to know about. https://secure-verify-now.example.com</body></html>

    unsubscribe   ",spam,spamassassin
Q3 budget review,Let's finalise the offsite agenda by Friday so logistics can be booked.,ham,enron
Your invoice from last month,"Hi team, attaching the notes from yesterday's meeting. Let me know if I missed anything.",ham,enron
Lunch tomorrow?,"<html><body><p>Lunch tomorrow?</p><br>From: user849@example.com
To: target291@example.com
Date: 2024-06-18
Message-ID: <706007@mail.example.com>

Attached is your invoice for last month's consulting hours.</body></html>",ham,enron
Re: Conference room booking,Let's finalise the offsite agenda by Friday so logistics can be booked.,ham,enron
Your invoice from last month,Please find the Q3 numbers below. We are slightly under budget on travel.,ham,enron
Server maintenance window,Here is this week's status report. No major blockers to report.,ham,enron
Server maintenance window,Attached is your invoice for last month's consulting hours.,ham,enron
Weekly status report,"Hi team, attaching the notes from yesterday's meeting. Let me know if I missed anything.",ham,enron
Unusual sign-in activity detected,"From: user814@mailer.biz
To: target213@example.com
Date: 2024-11-03
Message-ID: <750594@mail.example.com>

Your account shows suspicious sign-in attempts from an unrecognised device. Verify your identity now to keep your account safe.

    unsubscribe   ",phishing,ceas2008
Your invoice from last month,Attached is your invoice for last month's consulting hours.,ham,enron
Free gift card waiting,"<html><body><p>Free gift card waiting</p><br>From: user653@mailer.biz
To: target218@example.com
Date: 2024-01-21
Message-ID: <310960@mail.example.com>

Lose 10kg in 2 weeks with this one weird trick doctors don't want you to know about.</body></html>

    unsubscribe   ",spam,spamassassin
Best deal of the year - act now,,spam,spamassassin
Holiday schedule reminder,The conference room is booked for 2pm. See you all there.,ham,enron
Buy cheap meds online now,"From: user899@mailer.biz
To: target44@example.com
Date: 2024-04-17
Message-ID: <663996@mail.example.com>

LIMITED TIME OFFER expires in 24 hours, buy now and save 90% on luxury watches. http://bit.ly/3xQ1z",spam,spamassassin
Meeting notes from yesterday,"Hi team, attaching the notes from yesterday's meeting. Let me know if I missed anything.",ham,enron
Q3 budget review,Let's finalise the offsite agenda by Friday so logistics can be booked.,ham,enron
Follow-up on our call,Can we push the project deadline by a week? The vendor needs more time.,ham,enron
Draft contract attached,"Hi team, attaching the notes from yesterday's meeting. Let me know if I missed anything.",ham,enron
Lose weight fast - guaranteed,,spam,spamassassin
Your invoice from last month,"Thanks for the call earlier, I'll send the revised proposal by EOD.",ham,enron
Best deal of the year - act now,"<html><body><p>Best deal of the year - act now</p><br>From: user298@mailer.biz
To: target688@example.com
Date: 2024-02-09
Message-ID: <202972@mail.example.com>

Click here to claim your free gift card before it expires!!! Hurry, limited stock. https://accounts-update.example.org</body></html>",spam,spamassassin
Unusual sign-in activity detected,"From: user93@mailer.biz
To: target17@example.com
Date: 2024-08-22
Message-ID: <419644@mail.example.com>

Dear customer, your recent payment failed. Update your billing details now to avoid service interruption: http://secure-billing-update.example.com http://free-gift-claim.example.net",phishing,ceas2008
Lose weight fast - guaranteed,"From: user11@mailer.biz
To: target207@example.com
Date: 2024-11-26
Message-ID: <643323@mail.example.com>

Click here to claim your free gift card before it expires!!! Hurry, limited stock. http://bit.ly/3xQ1z",spam,spamassassin
Team offsite planning,Reminder that the office will be closed next Monday for the holiday.,ham,enron
URGENT: limited time offer,"<html><body><p>URGENT: limited time offer</p><br>From: user329@mailer.biz
To: target391@example.com
Date: 2024-02-13
Message-ID: <369054@mail.example.com>

CONGRATULATIONS!!! You have been selected to receive a FREE $1000 gift card. Click now! https://secure-verify-now.example.com</body></html>",spam,spamassassin
Holiday schedule reminder,Reminder that the office will be closed next Monday for the holiday.,ham,enron
Project timeline update,"From: user330@example.com
To: target849@example.com
Date: 2024-04-25
Message-ID: <984532@mail.example.com>

Are you free for lunch tomorrow at noon? I wanted to discuss the new hire.",ham,enron
Draft contract attached,"From: user580@example.com
To: target886@example.com
Date: 2024-11-25
Message-ID: <880841@mail.example.com>

Reminder that the office will be closed next Monday for the holiday.",ham,enron
URGENT: limited time offer,"From: user842@mailer.biz
To: target966@example.com
Date: 2024-12-27
Message-ID: <389362@mail.example.com>

Lose 10kg in 2 weeks with this one weird trick doctors don't want you to know about.",spam,spamassassin
Unusual sign-in activity detected,"From: user712@mailer.biz
To: target946@example.com
Date: 2024-10-24
Message-ID: <418841@mail.example.com>

Dear customer, your recent payment failed. Update your billing details now to avoid service interruption: http://secure-billing-update.example.com

    unsubscribe   ",phishing,ceas2008
Q3 budget review,Can we push the project deadline by a week? The vendor needs more time.,ham,enron
Final notice: update your billing information,We detected unusual activity on your account. Click here to verify your identity within 24 hours or your account will be permanently suspended. https://secure-verify-now.example.com,phishing,ceas2008
Project timeline update,,ham,enron
Your invoice from last month,The conference room is booked for 2pm. See you all there.,ham,enron
Lunch tomorrow?,Attached is your invoice for last month's consulting hours.,ham,enron
URGENT: limited time offer,"<html><body><p>URGENT: limited time offer</p><br>From: user37@mailer.biz
To: target369@example.com
Date: 2024-04-21
Message-ID: <100301@mail.example.com>

Work from home and earn $5000/week, no experience needed, sign up today!!!</body></html>

    unsubscribe   ",spam,spamassassin
Your account has been suspended,"From: user805@mailer.biz
To: target30@example.com
Date: 2024-08-17
Message-ID: <221703@mail.example.com>

Your account shows suspicious sign-in attempts from an unrecognised device. Verify your identity now to keep your account safe. http://192.168.1.5/login",phishing,ceas2008
URGENT: limited time offer,"LIMITED TIME OFFER expires in 24 hours, buy now and save 90% on luxury watches. http://bit.ly/3xQ1z",spam,spamassassin
Weekly status report,The conference room is booked for 2pm. See you all there.,ham,enron
Project timeline update,,ham,enron
Holiday schedule reminder,Attached is your invoice for last month's consulting hours.,ham,enron
Holiday schedule reminder,Let's finalise the offsite agenda by Friday so logistics can be booked.,ham,enron
Holiday schedule reminder,"From: user108@example.com
To: target879@example.com
Date: 2024-03-11
Message-ID: <531641@mail.example.com>

Here is this week's status report. No major blockers to report.

    unsubscribe   ",ham,enron
Free gift card waiting,"From: user280@mailer.biz
To: target153@example.com
Date: 2024-03-09
Message-ID: <220020@mail.example.com>

LIMITED TIME OFFER expires in 24 hours, buy now and save 90% on luxury watches. https://accounts-update.example.org

    unsubscribe   ",spam,spamassassin
Lose weight fast - guaranteed,"<html><body><p>Lose weight fast - guaranteed</p><br>From: user414@mailer.biz
To: target95@example.com
Date: 2024-06-08
Message-ID: <323717@mail.example.com>

LIMITED TIME OFFER expires in 24 hours, buy now and save 90% on luxury watches.</body></html>

    unsubscribe   ",spam,spamassassin
Draft contract attached,Please find the Q3 numbers below. We are slightly under budget on travel.,ham,enron
Security alert from IT department,"<html><body><p>Security alert from IT department</p><br>From: user120@mailer.biz
To: target43@example.com
Date: 2024-06-19
Message-ID: <232617@mail.example.com>

Your password will expire today. Please log in immediately using the link below to avoid losing access to your mailbox. https://secure-verify-now.example.com</body></html>",phishing,ceas2008
Server maintenance window,Are you free for lunch tomorrow at noon? I wanted to discuss the new hire.,ham,enron
Best deal of the year - act now,"Work from home and earn $5000/week, no experience needed, sign up today!!! https://accounts-update.example.org",spam,spamassassin
Re: Conference room booking,"<html><body><p>Re: Conference room booking</p><br>From: user111@example.com
To: target442@example.com
Date: 2024-03-09
Message-ID: <862847@mail.example.com>

Let's finalise the offsite agenda by Friday so logistics can be booked.</body></html>",ham,enron
Holiday schedule reminder,,ham,enron
Q3 budget review,"<html><body><p>Q3 budget review</p><br>From: user188@example.com
To: target383@example.com
Date: 2024-12-05
Message-ID: <635638@mail.example.com>

Are you free for lunch tomorrow at noon? I wanted to discuss the new hire.</body></html>",ham,enron
Follow-up on our call,Reminder that the office will be closed next Monday for the holiday.,ham,enron
Draft contract attached,Reminder that the office will be closed next Monday for the holiday.,ham,enron
Re: Conference room booking,"<html><body><p>Re: Conference room booking</p><br>From: user798@example.com
To: target173@example.com
Date: 2024-02-17
Message-ID: <763984@mail.example.com>

Here is this week's status report. No major blockers to report.</body></html>",ham,enron
Holiday schedule reminder,,ham,enron
Your invoice from last month,"From: user817@example.com
To: target532@example.com
Date: 2024-05-26
Message-ID: <186624@mail.example.com>

Attached is your invoice for last month's consulting hours.

    unsubscribe   ",ham,enron
Follow-up on our call,The conference room is booked for 2pm. See you all there.,ham,enron
Your account has been suspended,"<html><body><p>Your account has been suspended</p><br>From: user12@mailer.biz
To: target481@example.com
Date: 2024-08-17
Message-ID: <592025@mail.example.com>

Dear customer, your recent payment failed. Update your billing details now to avoid service interruption: http://secure-billing-update.example.com https://secure-verify-now.example.com</body></html>",phishing,ceas2008
Re: Conference room booking,"<html><body><p>Re: Conference room booking</p><br>From: user418@example.com
To: target96@example.com
Date: 2024-04-27
Message-ID: <218972@mail.example.com>

Let's finalise the offsite agenda by Friday so logistics can be booked.</body></html>

    unsubscribe   ",ham,enron
Make $5000 a week from home,"<html><body><p>Make $5000 a week from home</p><br>From: user162@mailer.biz
To: target371@example.com
Date: 2024-10-23
Message-ID: <956639@mail.example.com>

Cheap viagra and other meds, no prescription needed, discreet shipping worldwide!!! http://192.168.1.5/login</body></html>",spam,spamassassin
Project timeline update,   ,ham,enron
Best deal of the year - act now,"<html><body><p>Best deal of the year - act now</p><br>From: user905@mailer.biz
To: target107@example.com
Date: 2024-03-26
Message-ID: <289159@mail.example.com>

Click here to claim your free gift card before it expires!!! Hurry, limited stock. https://accounts-update.example.org</body></html>

    unsubscribe   ",spam,spamassassin
Buy cheap meds online now,"Click here to claim your free gift card before it expires!!! Hurry, limited stock. http://192.168.1.5/login",spam,spamassassin
Unusual sign-in activity detected,"From: user41@mailer.biz
To: target991@example.com
Date: 2024-07-22
Message-ID: <300281@mail.example.com>

Your password will expire today. Please log in immediately using the link below to avoid losing access to your mailbox. http://free-gift-claim.example.net",phishing,ceas2008
Q3 budget review,Reminder that the office will be closed next Monday for the holiday.,ham,enron
Best deal of the year - act now,"From: user851@mailer.biz
To: target421@example.com
Date: 2024-10-05
Message-ID: <933215@mail.example.com>

LIMITED TIME OFFER expires in 24 hours, buy now and save 90% on luxury watches. http://192.168.1.5/login",spam,spamassassin
Your payment could not be processed,"From: user554@mailer.biz
To: target659@example.com
Date: 2024-05-16
Message-ID: <659876@mail.example.com>

This is the IT Service Desk. We require you to confirm your credentials via the secure portal attached, due to a recent security breach.",phishing,ceas2008
Buy cheap meds online now,"Click here to claim your free gift card before it expires!!! Hurry, limited stock. http://192.168.1.5/login",spam,spamassassin
Your payment could not be processed,,phishing,ceas2008
Lose weight fast - guaranteed,"<html><body><p>Lose weight fast - guaranteed</p><br>From: user103@mailer.biz
To: target292@example.com
Date: 2024-10-03
Message-ID: <302897@mail.example.com>

Click here to claim your free gift card before it expires!!! Hurry, limited stock. http://free-gift-claim.example.net</body></html>",spam,spamassassin
Hot singles in your area,CONGRATULATIONS!!! You have been selected to receive a FREE $1000 gift card. Click now! https://secure-verify-now.example.com,spam,spamassassin
Meeting notes from yesterday,"<html><body><p>Meeting notes from yesterday</p><br>From: user576@example.com
To: target200@example.com
Date: 2024-06-18
Message-ID: <402620@mail.example.com>

Reminder that the office will be closed next Monday for the holiday.</body></html>",ham,enron
Follow-up on our call,Reminder that the office will be closed next Monday for the holiday.,ham,enron
Team offsite planning,"Thanks for the call earlier, I'll send the revised proposal by EOD.",ham,enron
Follow-up on our call,Are you free for lunch tomorrow at noon? I wanted to discuss the new hire.,ham,enron
Follow-up on our call,"<html><body><p>Follow-up on our call</p><br>From: user657@example.com
To: target173@example.com
Date: 2024-10-19
Message-ID: <261684@mail.example.com>

Let's finalise the offsite agenda by Friday so logistics can be booked.</body></html>",ham,enron
Best deal of the year - act now,"From: user333@mailer.biz
To: target888@example.com
Date: 2024-08-08
Message-ID: <548324@mail.example.com>

Work from home and earn $5000/week, no experience needed, sign up today!!! http://bit.ly/3xQ1z",spam,spamassassin
Q3 budget review,The conference room is booked for 2pm. See you all there.,ham,enron
Team offsite planning,"From: user491@example.com
To: target808@example.com
Date: 2024-10-21
Message-ID: <895075@mail.example.com>

Reminder that the office will be closed next Monday for the holiday.

    unsubscribe   ",ham,enron
Follow-up on our call,Please find the Q3 numbers below. We are slightly under budget on travel.,ham,enron
Best deal of the year - act now,"<html><body><p>Best deal of the year - act now</p><br>From: user156@mailer.biz
To: target51@example.com
Date: 2024-09-01
Message-ID: <294969@mail.example.com>

Cheap viagra and other meds, no prescription needed, discreet shipping worldwide!!!</body></html>

    unsubscribe   ",spam,spamassassin
Server maintenance window,Can we push the project deadline by a week? The vendor needs more time.,ham,enron
Final notice: update your billing information,"<html><body><p>Final notice: update your billing information</p><br>From: user686@mailer.biz
To: target80@example.com
Date: 2024-12-23
Message-ID: <702080@mail.example.com>

Your password will expire today. Please log in immediately using the link below to avoid losing access to your mailbox.</body></html>",phishing,ceas2008
Free gift card waiting,CONGRATULATIONS!!! You have been selected to receive a FREE $1000 gift card. Click now! https://accounts-update.example.org,spam,spamassassin
Free gift card waiting,"From: user185@mailer.biz
To: target586@example.com
Date: 2024-03-19
Message-ID: <819335@mail.example.com>

LIMITED TIME OFFER expires in 24 hours, buy now and save 90% on luxury watches. http://bit.ly/3xQ1z",spam,spamassassin
Follow-up on our call,"<html><body><p>Follow-up on our call</p><br>From: user390@example.com
To: target174@example.com
Date: 2024-03-09
Message-ID: <415759@mail.example.com>

Let's finalise the offsite agenda by Friday so logistics can be booked.</body></html>

    unsubscribe   ",ham,enron
Lunch tomorrow?,"From: user848@example.com
To: target869@example.com
Date: 2024-02-21
Message-ID: <999908@mail.example.com>

Are you free for lunch tomorrow at noon? I wanted to discuss the new hire.

    unsubscribe   ",ham,enron
You have WON a prize!!!,"From: user641@mailer.biz
To: target816@example.com
Date: 2024-02-24
Message-ID: <989265@mail.example.com>

CONGRATULATIONS!!! You have been selected to receive a FREE $1000 gift card. Click now! https://accounts-update.example.org",spam,spamassassin
Meeting notes from yesterday,"<html><body><p>Meeting notes from yesterday</p><br>From: user154@example.com
To: target562@example.com
Date: 2024-12-20
Message-ID: <653408@mail.example.com>

The conference room is booked for 2pm. See you all there.</body></html>",ham,enron
Best deal of the year - act now,Lose 10kg in 2 weeks with this one weird trick doctors don't want you to know about.,spam,spamassassin
Free gift card waiting,"<html><body><p>Free gift card waiting</p><br>From: user500@mailer.biz
To: target794@example.com
Date: 2024-12-15
Message-ID: <182216@mail.example.com>

Lose 10kg in 2 weeks with this one weird trick doctors don't want you to know about. https://secure-verify-now.example.com</body></html>",spam,spamassassin
Lunch tomorrow?,"Thanks for the call earlier, I'll send the revised proposal by EOD.",ham,enron
You have WON a prize!!!,"<html><body><p>You have WON a prize!!!</p><br>From: user533@mailer.biz
To: target8@example.com
Date: 2024-07-21
Message-ID: <315397@mail.example.com>

Work from home and earn $5000/week, no experience needed, sign up today!!!</body></html>",spam,spamassassin
Server maintenance window,"Thanks for the call earlier, I'll send the revised proposal by EOD.",ham,enron
Your payment could not be processed,Your account shows suspicious sign-in attempts from an unrecognised device. Verify your identity now to keep your account safe.,phishing,ceas2008
Holiday schedule reminder,"<html><body><p>Holiday schedule reminder</p><br>From: user488@example.com
To: target58@example.com
Date: 2024-11-01
Message-ID: <836986@mail.example.com>

Reminder that the office will be closed next Monday for the holiday.</body></html>",ham,enron
Draft contract attached,Here is this week's status report. No major blockers to report.,ham,enron
Buy cheap meds online now,Lose 10kg in 2 weeks with this one weird trick doctors don't want you to know about.,spam,spamassassin
Free gift card waiting,"From: user500@mailer.biz
To: target238@example.com
Date: 2024-02-09
Message-ID: <487380@mail.example.com>

CONGRATULATIONS!!! You have been selected to receive a FREE $1000 gift card. Click now! http://192.168.1.5/login",spam,spamassassin
Q3 budget review,"<html><body><p>Q3 budget review</p><br>From: user348@example.com
To: target572@example.com
Date: 2024-06-25
Message-ID: <251275@mail.example.com>

Reminder that the office will be closed next Monday for the holiday.</body></html>",ham,enron
Holiday schedule reminder,Here is this week's status report. No major blockers to report.,ham,enron
Meeting notes from yesterday,Here is this week's status report. No major blockers to report.,ham,enron
Lunch tomorrow?,"<html><body><p>Lunch tomorrow?</p><br>From: user989@example.com
To: target829@example.com
Date: 2024-08-27
Message-ID: <303440@mail.example.com>

Let's finalise the offsite agenda by Friday so logistics can be booked.</body></html>",ham,enron
Your account has been suspended,"<html><body><p>Your account has been suspended</p><br>From: user714@mailer.biz
To: target152@example.com
Date: 2024-08-05
Message-ID: <314178@mail.example.com>

Your password will expire today. Please log in immediately using the link below to avoid losing access to your mailbox. http://bit.ly/3xQ1z</body></html>",phishing,ceas2008
Lose weight fast - guaranteed,"From: user546@mailer.biz
To: target972@example.com
Date: 2024-12-04
Message-ID: <293079@mail.example.com>

Lose 10kg in 2 weeks with this one weird trick doctors don't want you to know about. http://192.168.1.5/login",spam,spamassassin
Project timeline update,"<html><body><p>Project timeline update</p><br>From: user192@example.com
To: target282@example.com
Date: 2024-05-15
Message-ID: <255851@mail.example.com>

Here is this week's status report. No major blockers to report.</body></html>",ham,enron
Lunch tomorrow?,Reminder that the office will be closed next Monday for the holiday.,ham,enron
Holiday schedule reminder,"<html><body><p>Holiday schedule reminder</p><br>From: user391@example.com
To: target379@example.com
Date: 2024-03-15
Message-ID: <146784@mail.example.com>

Can we push the project deadline by a week? The vendor needs more time.</body></html>",ham,enron
Lose weight fast - guaranteed,"From: user41@mailer.biz
To: target913@example.com
Date: 2024-10-05
Message-ID: <158627@mail.example.com>

Cheap viagra and other meds, no prescription needed, discreet shipping worldwide!!! http://192.168.1.5/login",spam,spamassassin
Draft contract attached,"<html><body><p>Draft contract attached</p><br>From: user746@example.com
To: target348@example.com
Date: 2024-02-08
Message-ID: <300896@mail.example.com>

Please find the Q3 numbers below. We are slightly under budget on travel.</body></html>",ham,enron
Action required: verify your password,We detected unusual activity on your account. Click here to verify your identity within 24 hours or your account will be permanently suspended. http://bit.ly/3xQ1z,phishing,ceas2008
Your payment could not be processed,"<html><body><p>Your payment could not be processed</p><br>From: user945@mailer.biz
To: target284@example.com
Date: 2024-07-23
Message-ID: <800007@mail.example.com>

We detected unusual activity on your account. Click here to verify your identity within 24 hours or your account will be permanently suspended.</body></html>

    unsubscribe   ",phishing,ceas2008
URGENT: limited time offer,"Cheap viagra and other meds, no prescription needed, discreet shipping worldwide!!! https://secure-verify-now.example.com",spam,spamassassin
Free gift card waiting,"LIMITED TIME OFFER expires in 24 hours, buy now and save 90% on luxury watches.",spam,spamassassin
Hot singles in your area,Lose 10kg in 2 weeks with this one weird trick doctors don't want you to know about. http://free-gift-claim.example.net,spam,spamassassin
